pecha id,language,url
IEABEAC35,bo,https://github.com/OpenPecha/IEABEAC35
I5E5774AA,zh,https://github.com/OpenPecha/I5E5774AA
I695A9A72,en,https://github.com/OpenPecha/I695A9A72
